item_name,date,author,message,month,sha,year
quantum-archeo,2017-10-29T22:57:39Z,maciejkasinski,typo,10,aca9d3630e684d097e588b47032c8c477722431b,2017
quantum-archeo,2018-05-18T20:44:34Z,Maciej Kasinski,"optimize, add config-dependence and input-assert, return entire results and rename input",05,6dca4cb351293c63e14740ffb1d63cc92941abbf,2018
