item_name,date,author,message,month,sha,year
The Southwestern Taphonomic Protocol,2018-04-08T13:48:59Z,bocinsky,Adding cached tdar section... need to figure out authentication on circleci,04,f17fab75921ba7184b34b58ee65e895c2128284f,2018
The Southwestern Taphonomic Protocol,2018-07-09T23:06:13Z,bocinsky,updated docs,07,4ba20b3076c6385fa99337bfdbc9be8dbac3d5aa,2018
The Southwestern Taphonomic Protocol,2018-09-27T18:09:41Z,bocinsky,updated website,09,027177574487550202f72f65f8f44e40a28067a6,2018
The Southwestern Taphonomic Protocol,2018-10-29T16:54:07Z,bocinsky,updated analysis,10,9417950eff92cf4753736e9f2eafba1a8cd744f6,2018
The Southwestern Taphonomic Protocol,2019-02-14T15:40:05Z,R. Kyle Bocinsky,minor formatting changes,02,423c5ee89abcd72004ca8cb8d37d0f8b7afbf166,2019
The Southwestern Taphonomic Protocol,2019-03-26T02:45:12Z,R. Kyle Bocinsky,updated tables,03,628c32feb4c7ac279545d8ab1b80aecc5e79cac0,2019
The Southwestern Taphonomic Protocol,2019-05-21T21:06:35Z,R. Kyle Bocinsky,text for newsletter,05,b917405957933593274548a3a02b919e106bc311,2019
The Southwestern Taphonomic Protocol,2019-06-25T15:30:42Z,Bocinsky,update 6/25/2019,06,a3852abd5cf632573a6b20a99228f2f475fdfc6a,2019
The Southwestern Taphonomic Protocol,2020-12-11T04:18:29Z,Kyle Bocinsky,writing this thing,12,ea8dd6d9382065d93554aca818ed99d07caf3f67,2020
